航点序号,航点类型（1：起点，2：终点，3：区块内航点，4：区块间航点）,所属航线（0为区块间航线&起点，1-n为区块序号）,经度,纬度,高度信息（m）,原始高度（m）
1754,4,0,121.88313738,31.51616936,25.12,19.53
1755,4,0,121.88313896,31.51615780,25.12,20.10
1756,4,0,121.88314054,31.51614623,25.12,20.10
1757,3,48,121.88313010,31.51614825,20.12,20.10
1758,3,48,121.88311966,31.51615026,20.12,20.11
1759,3,48,121.88310921,31.51615228,20.12,20.10
1760,3,48,121.88309877,31.51615429,20.12,20.12
1761,3,48,121.88308833,31.51615631,20.12,20.09
1762,3,48,121.88307789,31.51615832,20.12,20.10
1763,3,48,121.88306745,31.51616034,20.12,20.15
1764,3,48,121.88305700,31.51616235,20.12,20.15
1765,3,48,121.88304656,31.51616436,20.12,20.15
1766,3,48,121.88303612,31.51616638,20.12,20.15
1767,3,48,121.88302568,31.51616839,20.12,20.12
1768,3,48,121.88301523,31.51617041,20.12,20.12
1769,3,48,121.88300479,31.51617242,20.12,20.14
1770,3,48,121.88299435,31.51617444,20.12,20.14
1771,3,48,121.88298391,31.51617645,20.12,20.13
1772,3,48,121.88297347,31.51617847,20.12,20.12
1773,3,48,121.88296302,31.51618048,20.12,20.11
1774,3,48,121.88295258,31.51618250,20.12,20.11
1775,4,0,121.88295081,31.51617577,25.04,20.08
1776,3,49,121.88296126,31.51617376,20.04,20.06
1777,3,49,121.88297170,31.51617174,20.04,20.06
1778,3,49,121.88298214,31.51616973,20.04,20.04
1779,3,49,121.88299258,31.51616771,20.04,20.09
1780,3,49,121.88300302,31.51616570,20.04,20.05
1781,3,49,121.88301347,31.51616368,20.04,20.12
1782,3,49,121.88302391,31.51616167,20.04,20.06
1783,3,49,121.88303435,31.51615965,20.04,20.06
1784,3,49,121.88304479,31.51615764,20.04,20.11
1785,3,49,121.88305523,31.51615562,20.04,20.05
1786,3,49,121.88306568,31.51615361,20.04,20.03
1787,3,49,121.88307612,31.51615159,20.04,20.04
1788,3,49,121.88308656,31.51614958,20.04,20.01
1789,3,49,121.88309700,31.51614757,20.04,19.99
1790,3,49,121.88310745,31.51614555,20.04,20.00
1791,3,49,121.88311789,31.51614354,20.04,19.99
1792,3,49,121.88312833,31.51614152,20.04,20.00
1793,3,49,121.88313877,31.51613951,20.04,19.97
1794,4,0,121.88313700,31.51613278,24.83,19.84
1795,3,50,121.88312656,31.51613480,19.83,19.84
1796,3,50,121.88311612,31.51613681,19.83,19.80
1797,3,50,121.88310568,31.51613882,19.83,19.76
1798,3,50,121.88309524,31.51614084,19.83,19.79
1799,3,50,121.88308479,31.51614285,19.83,19.78
1800,3,50,121.88307435,31.51614487,19.83,19.78
1801,3,50,121.88306391,31.51614688,19.83,19.81
1802,3,50,121.88305347,31.51614890,19.83,19.82
1803,3,50,121.88304302,31.51615091,19.83,19.84
1804,3,50,121.88303258,31.51615293,19.83,19.83
1805,3,50,121.88302214,31.51615494,19.83,19.87
1806,3,50,121.88301170,31.51615696,19.83,19.83
1807,3,50,121.88300126,31.51615897,19.83,19.83
1808,3,50,121.88299081,31.51616099,19.83,19.83
1809,3,50,121.88298037,31.51616300,19.83,19.81
1810,3,50,121.88296993,31.51616502,19.83,19.83
1811,3,50,121.88295949,31.51616703,19.83,19.86
1812,3,50,121.88294904,31.51616905,19.83,19.95
1813,4,0,121.88294668,31.51615722,25.20,19.51
1814,4,0,121.88294432,31.51614539,25.20,20.17
1815,4,0,121.88294196,31.51613356,25.20,20.17
1816,3,51,121.88295231,31.51613160,20.20,20.17
1817,3,51,121.88296266,31.51612964,20.20,20.14
1818,3,51,121.88297301,31.51612768,20.20,20.10
1819,3,51,121.88298336,31.51612572,20.20,20.14
1820,3,51,121.88299370,31.51612377,20.20,20.09
1821,3,51,121.88300405,31.51612181,20.20,20.08
1822,3,51,121.88301440,31.51611985,20.20,20.09
1823,3,51,121.88302475,31.51611789,20.20,20.14
1824,3,51,121.88303510,31.51611593,20.20,20.14
1825,3,51,121.88304544,31.51611397,20.20,20.15
1826,3,51,121.88305579,31.51611201,20.20,20.17
1827,3,51,121.88306614,31.51611005,20.20,20.17
1828,3,51,121.88307649,31.51610809,20.20,20.22
1829,3,51,121.88308684,31.51610613,20.20,20.22
1830,3,51,121.88309718,31.51610417,20.20,20.21
1831,3,51,121.88310753,31.51610222,20.20,20.23
1832,3,51,121.88311788,31.51610026,20.20,20.34
1833,3,51,121.88312823,31.51609830,20.20,20.34
1834,3,51,121.88313858,31.51609634,20.20,20.24
1835,3,51,121.88314893,31.51609438,20.20,20.24
1836,3,51,121.88315927,31.51609242,20.20,20.19
1837,3,51,121.88316962,31.51609046,20.20,20.20
1838,3,51,121.88317997,31.51608850,20.20,20.20
1839,3,51,121.88319032,31.51608654,20.20,20.18
1840,3,51,121.88320067,31.51608458,20.20,20.21
1841,3,51,121.88321101,31.51608262,20.20,20.21
1842,3,51,121.88322136,31.51608066,20.20,20.19
1843,3,51,121.88323171,31.51607871,20.20,20.23
1844,3,51,121.88324206,31.51607675,20.20,20.17
1845,3,51,121.88325241,31.51607479,20.20,20.18
1846,3,51,121.88326275,31.51607283,20.20,20.18
1847,3,51,121.88327310,31.51607087,20.20,20.17
1848,3,51,121.88328345,31.51606891,20.20,20.21
1849,3,51,121.88329380,31.51606695,20.20,20.26
1850,3,51,121.88330415,31.51606499,20.20,20.20
1851,3,51,121.88331449,31.51606303,20.20,20.20
1852,3,51,121.88332484,31.51606107,20.20,20.21
1853,3,51,121.88333519,31.51605911,20.20,20.21
1854,3,51,121.88334554,31.51605716,20.20,20.24
1855,3,51,121.88335589,31.51605520,20.20,20.24
1856,3,51,121.88336624,31.51605324,20.20,20.27
1857,3,51,121.88337658,31.51605128,20.20,20.28
1858,4,0,121.88337494,31.51604490,25.05,20.13
1859,3,52,121.88336459,31.51604685,20.05,20.10
1860,3,52,121.88335424,31.51604881,20.05,20.09
1861,3,52,121.88334389,31.51605077,20.05,20.06
1862,3,52,121.88333354,31.51605273,20.05,20.06
1863,3,52,121.88332320,31.51605469,20.05,20.05
1864,3,52,121.88331285,31.51605665,20.05,20.05
1865,3,52,121.88330250,31.51605861,20.05,20.07
1866,3,52,121.88329215,31.51606057,20.05,20.06
1867,3,52,121.88328180,31.51606253,20.05,20.05
1868,3,52,121.88327146,31.51606449,20.05,20.01
1869,3,52,121.88326111,31.51606645,20.05,20.02
1870,3,52,121.88325076,31.51606841,20.05,20.02
1871,3,52,121.88324041,31.51607036,20.05,20.02
1872,3,52,121.88323006,31.51607232,20.05,20.02
1873,3,52,121.88321972,31.51607428,20.05,20.04
1874,3,52,121.88320937,31.51607624,20.05,20.09
1875,3,52,121.88319902,31.51607820,20.05,20.05
1876,3,52,121.88318867,31.51608016,20.05,20.06
1877,3,52,121.88317832,31.51608212,20.05,20.06
1878,3,52,121.88316797,31.51608408,20.05,20.08
1879,3,52,121.88315763,31.51608604,20.05,20.07
1880,3,52,121.88314728,31.51608800,20.05,20.07
1881,3,52,121.88313693,31.51608996,20.05,20.11
1882,3,52,121.88312658,31.51609191,20.05,20.14
1883,3,52,121.88311623,31.51609387,20.05,20.16
1884,3,52,121.88310589,31.51609583,20.05,20.11
1885,3,52,121.88309554,31.51609779,20.05,20.10
1886,3,52,121.88308519,31.51609975,20.05,20.07
1887,3,52,121.88307484,31.51610171,20.05,20.05
1888,3,52,121.88306449,31.51610367,20.05,20.02
1889,3,52,121.88305415,31.51610563,20.05,20.02
1890,3,52,121.88304380,31.51610759,20.05,20.02
1891,3,52,121.88303345,31.51610955,20.05,20.05
1892,3,52,121.88302310,31.51611151,20.05,19.99
1893,3,52,121.88301275,31.51611346,20.05,19.98
1894,3,52,121.88300241,31.51611542,20.05,19.98
1895,3,52,121.88299206,31.51611738,20.05,19.97
1896,3,52,121.88298171,31.51611934,20.05,19.97
1897,3,52,121.88297136,31.51612130,20.05,19.95
1898,3,52,121.88296101,31.51612326,20.05,19.97
1899,3,52,121.88295066,31.51612522,20.05,19.97
1900,3,52,121.88294032,31.51612718,20.05,20.02
1901,4,0,121.88293867,31.51612080,24.83,19.73
1902,3,53,121.88294902,31.51611884,19.83,19.75
1903,3,53,121.88295937,31.51611688,19.83,19.75
1904,3,53,121.88296971,31.51611492,19.83,19.74
1905,3,53,121.88298006,31.51611296,19.83,19.74
1906,3,53,121.88299041,31.51611100,19.83,19.78
1907,3,53,121.88300076,31.51610904,19.83,19.78
1908,3,53,121.88301111,31.51610708,19.83,19.77
1909,3,53,121.88302145,31.51610512,19.83,19.78
1910,3,53,121.88303180,31.51610316,19.83,19.81
1911,3,53,121.88304215,31.51610121,19.83,19.80
1912,3,53,121.88305250,31.51609925,19.83,19.80
1913,3,53,121.88306285,31.51609729,19.83,19.80
1914,3,53,121.88307320,31.51609533,19.83,19.82
1915,3,53,121.88308354,31.51609337,19.83,19.86
1916,3,53,121.88309389,31.51609141,19.83,19.86
1917,3,53,121.88310424,31.51608945,19.83,19.90
1918,3,53,121.88311459,31.51608749,19.83,19.96
1919,3,53,121.88312494,31.51608553,19.83,19.91
1920,3,53,121.88313528,31.51608357,19.83,19.89
1921,3,53,121.88314563,31.51608161,19.83,19.87
1922,3,53,121.88315598,31.51607966,19.83,19.85
1923,3,53,121.88316633,31.51607770,19.83,19.89
1924,3,53,121.88317668,31.51607574,19.83,19.89
1925,3,53,121.88318702,31.51607378,19.83,19.83
1926,3,53,121.88319737,31.51607182,19.83,19.84
1927,3,53,121.88320772,31.51606986,19.83,19.84
1928,3,53,121.88321807,31.51606790,19.83,19.82
1929,3,53,121.88322842,31.51606594,19.83,19.83
1930,3,53,121.88323877,31.51606398,19.83,19.80
1931,3,53,121.88324911,31.51606202,19.83,19.80
1932,3,53,121.88325946,31.51606006,19.83,19.78
1933,3,53,121.88326981,31.51605810,19.83,19.80
1934,3,53,121.88328016,31.51605615,19.83,19.83
1935,3,53,121.88329051,31.51605419,19.83,19.85
1936,3,53,121.88330085,31.51605223,19.83,19.83
1937,3,53,121.88331120,31.51605027,19.83,19.83
1938,3,53,121.88332155,31.51604831,19.83,19.82
1939,3,53,121.88333190,31.51604635,19.83,19.82
1940,3,53,121.88334225,31.51604439,19.83,19.83
1941,3,53,121.88335259,31.51604243,19.83,19.84
1942,3,53,121.88336294,31.51604047,19.83,19.87
1943,3,53,121.88337329,31.51603851,19.83,19.88
1944,4,0,121.88337724,31.51604694,24.69,20.19
1945,4,0,121.88338118,31.51605536,24.69,20.28
1946,4,0,121.88338513,31.51606379,24.69,20.28
1947,4,0,121.88338908,31.51607221,24.69,19.31
1948,4,0,121.88339303,31.51608064,24.69,19.63
1949,4,0,121.88339697,31.51608906,24.69,19.92
1950,4,0,121.88340092,31.51609748,24.69,20.11
1951,4,0,121.88340487,31.51610591,24.69,20.11
1952,4,0,121.88340882,31.51611433,24.69,17.29
1953,4,0,121.88341276,31.51612276,24.69,19.58
1954,4,0,121.88341671,31.51613118,24.69,19.89
1955,4,0,121.88342066,31.51613961,24.69,20.21
1956,4,0,121.88342460,31.51614803,24.69,20.21
1957,4,0,121.88342855,31.51615645,24.69,17.22
1958,4,0,121.88343250,31.51616488,24.69,19.50
1959,4,0,121.88343645,31.51617330,24.69,19.78
1960,4,0,121.88344039,31.51618173,24.69,20.07
1961,4,0,121.88344434,31.51619015,24.69,20.13
1962,4,0,121.88344829,31.51619858,24.69,20.13
1963,4,0,121.88345224,31.51620700,24.69,17.19
1964,4,0,121.88345618,31.51621543,24.69,19.69
1965,3,54,121.88344569,31.51621747,19.69,19.72
1966,3,54,121.88343521,31.51621951,19.69,19.74
1967,3,54,121.88342472,31.51622155,19.69,19.79
1968,3,54,121.88341423,31.51622360,19.69,19.76
1969,3,54,121.88340374,31.51622564,19.69,19.72
1970,3,54,121.88339326,31.51622768,19.69,19.72
1971,3,54,121.88338277,31.51622972,19.69,19.70
1972,3,54,121.88337228,31.51623177,19.69,19.68
1973,3,54,121.88336179,31.51623381,19.69,19.68
1974,3,54,121.88335130,31.51623585,19.69,19.67
1975,3,54,121.88334082,31.51623789,19.69,19.67
1976,3,54,121.88333033,31.51623994,19.69,19.66
1977,3,54,121.88331984,31.51624198,19.69,19.66
1978,3,54,121.88330935,31.51624402,19.69,19.64
1979,3,54,121.88329887,31.51624607,19.69,19.64
1980,3,54,121.88328838,31.51624811,19.69,19.64
1981,3,54,121.88327789,31.51625015,19.69,19.66
1982,3,54,121.88326740,31.51625219,19.69,19.69
1983,3,54,121.88325691,31.51625424,19.69,19.69
1984,3,54,121.88324643,31.51625628,19.69,19.70
1985,3,54,121.88323594,31.51625832,19.69,19.70
1986,3,54,121.88322545,31.51626036,19.69,19.70
1987,3,54,121.88321496,31.51626241,19.69,19.72
1988,4,0,121.88321676,31.51626916,24.95,19.98
1989,3,55,121.88322725,31.51626712,19.95,19.98
1990,3,55,121.88323773,31.51626508,19.95,19.97
1991,3,55,121.88324822,31.51626304,19.95,20.00
1992,3,55,121.88325871,31.51626099,19.95,19.96
1993,3,55,121.88326920,31.51625895,19.95,19.93
1994,3,55,121.88327968,31.51625691,19.95,19.94
1995,3,55,121.88329017,31.51625487,19.95,19.91
1996,3,55,121.88330066,31.51625282,19.95,19.92
1997,3,55,121.88331115,31.51625078,19.95,19.93
1998,3,55,121.88332164,31.51624874,19.95,19.92
1999,3,55,121.88333212,31.51624670,19.95,19.95
2000,3,55,121.88334261,31.51624465,19.95,19.95
2001,3,55,121.88335310,31.51624261,19.95,19.94
2002,3,55,121.88336359,31.51624057,19.95,19.94
2003,3,55,121.88337407,31.51623852,19.95,19.93
2004,3,55,121.88338456,31.51623648,19.95,19.97
2005,3,55,121.88339505,31.51623444,19.95,19.96
2006,3,55,121.88340554,31.51623240,19.95,19.99
2007,3,55,121.88341602,31.51623035,19.95,20.06
2008,3,55,121.88342651,31.51622831,19.95,20.06
2009,3,55,121.88343700,31.51622627,19.95,19.99
2010,3,55,121.88344749,31.51622423,19.95,19.98
2011,3,55,121.88345798,31.51622218,19.95,19.93
2012,4,0,121.88345977,31.51622894,25.13,20.14
2013,3,56,121.88344928,31.51623098,20.13,20.22
2014,3,56,121.88343879,31.51623303,20.13,20.18
2015,3,56,121.88342831,31.51623507,20.13,20.20
2016,3,56,121.88341782,31.51623711,20.13,20.25
2017,3,56,121.88340733,31.51623915,20.13,20.27
2018,3,56,121.88339684,31.51624120,20.13,20.15
2019,3,56,121.88338636,31.51624324,20.13,20.15
2020,3,56,121.88337587,31.51624528,20.13,20.15
2021,3,56,121.88336538,31.51624733,20.13,20.13
2022,3,56,121.88335489,31.51624937,20.13,20.13
2023,3,56,121.88334440,31.51625141,20.13,20.11
2024,3,56,121.88333392,31.51625345,20.13,20.16
2025,3,56,121.88332343,31.51625550,20.13,20.16
2026,3,56,121.88331294,31.51625754,20.13,20.12
2027,3,56,121.88330245,31.51625958,20.13,20.09
2028,3,56,121.88329197,31.51626162,20.13,20.09
2029,3,56,121.88328148,31.51626367,20.13,20.08
2030,3,56,121.88327099,31.51626571,20.13,20.12
2031,3,56,121.88326050,31.51626775,20.13,20.12
2032,3,56,121.88325001,31.51626979,20.13,20.12
2033,3,56,121.88323953,31.51627184,20.13,20.12
2034,3,56,121.88322904,31.51627388,20.13,20.15
2035,3,56,121.88321855,31.51627592,20.13,20.17
2036,4,0,121.88321818,31.51628509,24.80,20.17
2037,4,0,121.88321781,31.51629426,24.80,16.92
2038,4,0,121.88321745,31.51630343,24.80,19.47
2039,4,0,121.88321708,31.51631260,24.80,19.82
2040,3,57,121.88322832,31.51631063,19.80,19.80
2041,3,57,121.88323957,31.51630867,19.80,19.80
2042,3,57,121.88325082,31.51630670,19.80,19.80
2043,3,57,121.88326206,31.51630473,19.80,19.81
2044,3,57,121.88327331,31.51630277,19.80,19.77
2045,3,57,121.88328456,31.51630080,19.80,19.77
2046,3,57,121.88329581,31.51629883,19.80,19.76
2047,4,0,121.88329917,31.51629627,24.70,19.70
2048,3,58,121.88331010,31.51629395,19.70,19.69
2049,3,58,121.88332104,31.51629164,19.70,19.69
2050,3,58,121.88333197,31.51628932,19.70,19.70
2051,3,58,121.88334291,31.51628700,19.70,19.71
2052,3,58,121.88335385,31.51628469,19.70,19.70
2053,3,58,121.88336478,31.51628237,19.70,19.70
2054,4,0,121.88336652,31.51628839,24.92,19.91
2055,3,59,121.88335558,31.51629071,19.92,19.91
2056,3,59,121.88334465,31.51629302,19.92,19.99
2057,3,59,121.88333371,31.51629534,19.92,19.92
2058,3,59,121.88332278,31.51629765,19.92,19.92
2059,3,59,121.88331184,31.51629997,19.92,19.91
2060,3,59,121.88330090,31.51630229,19.92,19.93
2061,4,0,121.88329785,31.51630741,25.08,20.08
2062,3,60,121.88328660,31.51630938,20.08,20.05
2063,3,60,121.88327536,31.51631135,20.08,20.05
2064,3,60,121.88326411,31.51631331,20.08,20.12
2065,3,60,121.88325286,31.51631528,20.08,20.12
2066,3,60,121.88324162,31.51631725,20.08,20.10
2067,3,60,121.88323037,31.51631921,20.08,20.06
2068,3,60,121.88321912,31.51632118,20.08,20.08
2069,4,0,121.88322956,31.51631957,25.08,20.08
2070,4,0,121.88324000,31.51631796,25.08,20.10
2071,4,0,121.88325044,31.51631635,25.08,20.12
2072,4,0,121.88326088,31.51631474,25.08,20.12
2073,4,0,121.88327132,31.51631313,25.08,20.06
2074,4,0,121.88328176,31.51631152,25.08,20.05
2075,4,0,121.88329220,31.51630991,25.08,20.05
2076,4,0,121.88330264,31.51630830,25.08,20.08
2077,3,61,121.88331358,31.51630599,20.08,20.01
2078,3,61,121.88332451,31.51630367,20.08,20.05
2079,3,61,121.88333545,31.51630136,20.08,20.10
2080,3,61,121.88334638,31.51629904,20.08,20.10
2081,3,61,121.88335732,31.51629672,20.08,20.08
2082,3,61,121.88336826,31.51629441,20.08,20.07
2083,4,0,121.88337898,31.51629524,24.82,20.10
2084,4,0,121.88338971,31.51629607,24.82,20.13
2085,4,0,121.88340044,31.51629690,24.82,20.13
2086,4,0,121.88341117,31.51629773,24.82,20.13
2087,4,0,121.88342190,31.51629856,24.82,20.13
2088,4,0,121.88343262,31.51629939,24.82,19.31
2089,4,0,121.88344335,31.51630022,24.82,19.31
2090,4,0,121.88345408,31.51630105,24.82,17.02
2091,4,0,121.88346481,31.51630189,24.82,19.50
2092,4,0,121.88347553,31.51630272,24.82,19.54
2093,4,0,121.88348626,31.51630355,24.82,19.64
2094,4,0,121.88349699,31.51630438,24.82,19.74
2095,4,0,121.88350772,31.51630521,24.82,19.83
2096,3,62,121.88349726,31.51630712,19.82,19.84
2097,3,62,121.88348681,31.51630902,19.82,19.84
2098,3,62,121.88347636,31.51631093,19.82,19.84
2099,3,62,121.88346590,31.51631284,19.82,19.86
2100,3,62,121.88345545,31.51631474,19.82,19.86
2101,3,62,121.88344499,31.51631665,19.82,19.91
2102,3,62,121.88343454,31.51631856,19.82,19.85
2103,3,62,121.88342408,31.51632047,19.82,19.83
2104,3,62,121.88341363,31.51632237,19.82,19.80
2105,3,62,121.88340318,31.51632428,19.82,19.81
2106,3,62,121.88339272,31.51632619,19.82,19.77
2107,3,62,121.88338227,31.51632809,19.82,19.75
2108,3,62,121.88337181,31.51633000,19.82,19.74
2109,3,62,121.88336136,31.51633191,19.82,19.78
2110,3,62,121.88335090,31.51633382,19.82,19.73
2111,3,62,121.88334045,31.51633572,19.82,19.72
2112,3,62,121.88333000,31.51633763,19.82,19.70
2113,3,62,121.88331954,31.51633954,19.82,19.71
2114,3,62,121.88330909,31.51634145,19.82,19.72
2115,3,62,121.88329863,31.51634335,19.82,19.71
2116,3,62,121.88328818,31.51634526,19.82,19.72
2117,3,62,121.88327772,31.51634717,19.82,19.71
2118,3,62,121.88326727,31.51634907,19.82,19.75
2119,3,62,121.88325682,31.51635098,19.82,19.74
2120,3,62,121.88324636,31.51635289,19.82,19.75
2121,3,62,121.88323591,31.51635480,19.82,19.75
2122,3,62,121.88322545,31.51635670,19.82,19.76
2123,3,62,121.88321500,31.51635861,19.82,19.78
2124,3,62,121.88320455,31.51636052,19.82,19.79
2125,3,62,121.88319409,31.51636242,19.82,19.84
2126,3,62,121.88318364,31.51636433,19.82,19.86
2127,3,62,121.88317318,31.51636624,19.82,19.84
2128,3,62,121.88316273,31.51636815,19.82,19.85
2129,3,62,121.88315227,31.51637005,19.82,19.82
2130,3,62,121.88314182,31.51637196,19.82,19.82
2131,3,62,121.88313137,31.51637387,19.82,19.83
2132,3,62,121.88312091,31.51637577,19.82,19.84
2133,3,62,121.88311046,31.51637768,19.82,19.86
2134,3,62,121.88310000,31.51637959,19.82,19.86
2135,3,62,121.88308955,31.51638150,19.82,19.85
2136,3,62,121.88307909,31.51638340,19.82,19.85
2137,3,62,121.88306864,31.51638531,19.82,19.85
2138,3,62,121.88305819,31.51638722,19.82,19.81
2139,3,62,121.88304773,31.51638912,19.82,19.82
2140,3,62,121.88303728,31.51639103,19.82,19.82
2141,3,62,121.88302682,31.51639294,19.82,19.82
2142,3,62,121.88301637,31.51639485,19.82,19.83
2143,3,62,121.88300591,31.51639675,19.82,19.82
2144,4,0,121.88300760,31.51640355,25.06,20.08
2145,3,63,121.88301806,31.51640164,20.06,20.06
2146,3,63,121.88302851,31.51639973,20.06,20.06
2147,3,63,121.88303897,31.51639783,20.06,20.06
2148,3,63,121.88304942,31.51639592,20.06,20.06
2149,3,63,121.88305987,31.51639401,20.06,20.06
2150,3,63,121.88307033,31.51639210,20.06,20.07
2151,3,63,121.88308078,31.51639020,20.06,20.09
2152,3,63,121.88309124,31.51638829,20.06,20.11
2153,3,63,121.88310169,31.51638638,20.06,20.13
2154,3,63,121.88311215,31.51638448,20.06,20.12
2155,3,63,121.88312260,31.51638257,20.06,20.09
2156,3,63,121.88313305,31.51638066,20.06,20.09
2157,3,63,121.88314351,31.51637875,20.06,20.08
2158,3,63,121.88315396,31.51637685,20.06,20.07
2159,3,63,121.88316442,31.51637494,20.06,20.08
2160,3,63,121.88317487,31.51637303,20.06,20.08
2161,3,63,121.88318533,31.51637113,20.06,20.10
2162,3,63,121.88319578,31.51636922,20.06,20.08
2163,3,63,121.88320623,31.51636731,20.06,20.05
2164,3,63,121.88321669,31.51636540,20.06,20.03
2165,3,63,121.88322714,31.51636350,20.06,20.01
2166,3,63,121.88323760,31.51636159,20.06,20.00
2167,3,63,121.88324805,31.51635968,20.06,19.99
2168,3,63,121.88325851,31.51635778,20.06,19.98
2169,3,63,121.88326896,31.51635587,20.06,20.00
2170,3,63,121.88327941,31.51635396,20.06,19.97
2171,3,63,121.88328987,31.51635205,20.06,19.96
2172,3,63,121.88330032,31.51635015,20.06,19.95
2173,3,63,121.88331078,31.51634824,20.06,19.96
2174,3,63,121.88332123,31.51634633,20.06,19.96
2175,3,63,121.88333168,31.51634442,20.06,19.97
2176,3,63,121.88334214,31.51634252,20.06,19.97
2177,3,63,121.88335259,31.51634061,20.06,20.01
2178,3,63,121.88336305,31.51633870,20.06,20.00
2179,3,63,121.88337350,31.51633680,20.06,20.04
2180,3,63,121.88338396,31.51633489,20.06,20.03
2181,3,63,121.88339441,31.51633298,20.06,20.02
2182,3,63,121.88340486,31.51633107,20.06,20.06
2183,3,63,121.88341532,31.51632917,20.06,20.07
2184,3,63,121.88342577,31.51632726,20.06,20.10
2185,3,63,121.88343623,31.51632535,20.06,20.12
2186,3,63,121.88344668,31.51632345,20.06,20.14
2187,3,63,121.88345714,31.51632154,20.06,20.14
2188,3,63,121.88346759,31.51631963,20.06,20.11
2189,3,63,121.88347804,31.51631772,20.06,20.10
2190,3,63,121.88348850,31.51631582,20.06,20.10
2191,3,63,121.88349895,31.51631391,20.06,20.08
2192,3,63,121.88350941,31.51631200,20.06,20.04
2193,4,0,121.88351110,31.51631880,25.16,20.18
2194,3,64,121.88350064,31.51632070,20.16,20.18
2195,3,64,121.88349019,31.51632261,20.16,20.20
2196,3,64,121.88347973,31.51632452,20.16,20.21
2197,3,64,121.88346928,31.51632643,20.16,20.22
2198,3,64,121.88345882,31.51632833,20.16,20.22
2199,3,64,121.88344837,31.51633024,20.16,20.27
2200,3,64,121.88343792,31.51633215,20.16,20.21
2201,3,64,121.88342746,31.51633405,20.16,20.20
2202,3,64,121.88341701,31.51633596,20.16,20.16
2203,3,64,121.88340655,31.51633787,20.16,20.14
2204,3,64,121.88339610,31.51633978,20.16,20.12
2205,3,64,121.88338565,31.51634168,20.16,20.11
2206,3,64,121.88337519,31.51634359,20.16,20.11
2207,3,64,121.88336474,31.51634550,20.16,20.06
2208,3,64,121.88335428,31.51634740,20.16,20.09
2209,3,64,121.88334383,31.51634931,20.16,20.09
2210,3,64,121.88333337,31.51635122,20.16,20.04
2211,3,64,121.88332292,31.51635313,20.16,20.13
2212,3,64,121.88331247,31.51635503,20.16,20.13
2213,3,64,121.88330201,31.51635694,20.16,20.07
2214,3,64,121.88329156,31.51635885,20.16,20.09
2215,3,64,121.88328110,31.51636076,20.16,20.09
2216,3,64,121.88327065,31.51636266,20.16,20.12
2217,3,64,121.88326019,31.51636457,20.16,20.12
2218,3,64,121.88324974,31.51636648,20.16,20.07
2219,3,64,121.88323929,31.51636838,20.16,20.08
2220,3,64,121.88322883,31.51637029,20.16,20.11
2221,3,64,121.88321838,31.51637220,20.16,20.11
2222,3,64,121.88320792,31.51637411,20.16,20.18
2223,3,64,121.88319747,31.51637601,20.16,20.18
2224,3,64,121.88318701,31.51637792,20.16,20.19
2225,3,64,121.88317656,31.51637983,20.16,20.19
2226,3,64,121.88316611,31.51638173,20.16,20.24
2227,3,64,121.88315565,31.51638364,20.16,20.24
2228,3,64,121.88314520,31.51638555,20.16,20.13
2229,3,64,121.88313474,31.51638746,20.16,20.16
2230,3,64,121.88312429,31.51638936,20.16,20.20
2231,3,64,121.88311383,31.51639127,20.16,20.27
2232,3,64,121.88310338,31.51639318,20.16,20.27
2233,3,64,121.88309293,31.51639508,20.16,20.18
2234,3,64,121.88308247,31.51639699,20.16,20.25
2235,3,64,121.88307202,31.51639890,20.16,20.25
2236,3,64,121.88306156,31.51640081,20.16,20.16
2237,3,64,121.88305111,31.51640271,20.16,20.16
2238,3,64,121.88304066,31.51640462,20.16,20.15
2239,3,64,121.88303020,31.51640653,20.16,20.15
2240,3,64,121.88301975,31.51640843,20.16,20.15
2241,3,64,121.88300929,31.51641034,20.16,20.14
2242,4,0,121.88301256,31.51642131,24.80,20.11
2243,4,0,121.88301583,31.51643229,24.80,19.54
2244,4,0,121.88301910,31.51644326,24.80,19.80
2245,3,65,121.88302948,31.51644139,19.80,19.81
2246,3,65,121.88303986,31.51643953,19.80,19.79
2247,3,65,121.88305024,31.51643766,19.80,19.78
2248,3,65,121.88306063,31.51643580,19.80,19.78
2249,3,65,121.88307101,31.51643393,19.80,19.80
2250,3,65,121.88308139,31.51643207,19.80,19.80
2251,3,65,121.88309177,31.51643020,19.80,19.81
2252,3,65,121.88310215,31.51642833,19.80,19.82
2253,3,65,121.88311254,31.51642647,19.80,19.81
2254,3,65,121.88312292,31.51642460,19.80,19.79
2255,3,65,121.88313330,31.51642274,19.80,19.80
2256,3,65,121.88314368,31.51642087,19.80,19.81
2257,3,65,121.88315407,31.51641901,19.80,19.80
2258,3,65,121.88316445,31.51641714,19.80,19.80
2259,3,65,121.88317483,31.51641528,19.80,19.80
2260,3,65,121.88318521,31.51641341,19.80,19.81
2261,3,65,121.88319560,31.51641154,19.80,19.83
2262,3,65,121.88320598,31.51640968,19.80,19.80
2263,3,65,121.88321636,31.51640781,19.80,19.78
2264,3,65,121.88322674,31.51640595,19.80,19.78
2265,3,65,121.88323713,31.51640408,19.80,19.77
2266,3,65,121.88324751,31.51640222,19.80,19.75
2267,3,65,121.88325789,31.51640035,19.80,19.74
2268,3,65,121.88326827,31.51639848,19.80,19.76
